exp,exp_no,phyto,source,tp,date,time,plot_date,plot_datetime,bottle,wl,count,count_se,slope,beta,ap,cp,bp,beta_corr,bbp,bb_b
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,C,660,25,0.8852606810395538,6.045767611476665e-6,1.5114419028691662e-4,0.01467461813851426,0.269497190632129,0.25482257249361473,1.5183486052911205e-4,0.0010679149486306034,0.00419081770574843
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,A,470,20,1.3731819294367766,1.2418143084928173e-5,2.483628616985635e-4,0.04037874017520546,0.4815501414009434,0.44117140122573795,2.504776157546608e-4,0.0017617086697324534,0.0039932522027442685
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,B,470,11,1.414048944828174,1.2418143084928173e-5,1.3659957393420992e-4,0.0355596475244154,0.3718301673632075,0.3362705198387922,1.375109404986525e-4,9.671691233951388e-4,0.0028761638809694018
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,C,470,24,1.479141539319931,1.2418143084928173e-5,2.980354340382762e-4,0.03550511268577034,0.5031110530235849,0.46760594033781455,3.006401373182774e-4,0.0021145216301561237,0.004522016184457625
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,A,532,38,1.544552460612663,6.072827119596022e-6,2.3076743054464884e-4,0.01334501775625724,0.4946818217199468,0.4813368039636895,2.3263258184475082e-4,0.0016361974504722429,0.0033992776720968803
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,B,532,29,1.374449825946664,6.072827119596022e-6,1.7611198646828464e-4,0.01309499318221617,0.3773818629965425,0.3642868698143264,1.7720894920722496e-4,0.001246381003875142,0.003421427196951706
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,C,532,50,1.9419100114973462,6.072827119596022e-6,3.036413559798011e-4,0.01354977118991685,0.5064949446986702,0.4929451735087534,3.061535316229076e-4,0.0021532995246073164,0.004368233305298971
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,A,660,25,1.6725908168255226,6.045767611476665e-6,1.5114419028691662e-4,0.01714136440416861,0.44521545964776327,0.42807409524359463,1.522615232269538e-4,0.0010709158370396318,0.0025017067113818916
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,B,660,20,1.4801817450553933,6.045767611476665e-6,1.209153522295333e-4,0.01651880176689012,0.32114833966243217,0.30462953789554204,1.2157131235374114e-4,8.550593805321011e-4,0.002806882702311364
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,C,660,46,1.7063701892767411,6.045767611476665e-6,2.781053101279266e-4,0.01690760669066731,0.4507361283005521,0.4338285216098848,2.801838572927351e-4,0.0019706444786474183,0.004542450255079119
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,A,470,24,1.0144706568155897,1.2418143084928173e-5,2.980354340382762e-4,0.06024550944196046,0.6565542331367925,0.596308723694832,3.01537459871612e-4,0.0021208328564786567,0.0035566020958700878
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,B,470,19,1.2260579352149203,1.2418143084928173e-5,2.359447186136353e-4,0.04962810030012519,0.5204751981367923,0.47084709783666723,2.381503130504917e-4,0.001675005848073441,0.0035574305454347008
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,C,470,18,1.0181856612702451,1.2418143084928173e-5,2.2352657552870712e-4,0.04968452535757666,0.5343143143632075,0.4846297890056309,2.2566522325107415e-4,0.0015871932470322126,0.0032750633226422883
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,A,532,51,0.8025359721167409,6.072827119596022e-6,3.0971418309939713e-4,0.02168652023891909,0.6914049480853723,0.6697184278464532,3.132407992182066e-4,0.0022031470957355154,0.003289661750565765
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,B,532,38,0.9705243182525425,6.072827119596022e-6,2.3076743054464884e-4,0.01936323136064198,0.5455256001417553,0.5261623687811134,2.3285051728864236e-4,0.0016377302771074251,0.0031125948457722758
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,C,532,34,1.1130725997188584,6.072827119596022e-6,2.0647612206626474e-4,0.02034386252009298,0.5498181522694149,0.5294742897493219,2.0835871736356047e-4,0.001465469709489951,0.002767782568222101
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,A,660,43.5,1.2196513065891803,6.045767611476665e-6,2.6299089109923493e-4,0.02552517146134336,0.6503013781451458,0.6247762066838024,2.6583848657842085e-4,0.0018697477822229068,0.0029926680341224665
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,B,660,22.5,1.551289497306712,6.045767611476665e-6,1.3602977125822498e-4,0.02266789664209105,0.49549269303128063,0.4728247963891896,1.371609512174382e-4,9.647075096131207e-4,0.0020403065088385394
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,C,660,33.5,1.3810259422115228,6.045767611476665e-6,2.025332149844683e-4,0.02378115112348131,0.4834597150099912,0.4596785638865099,2.04184319620179e-4,0.001436109510283049,0.003124160278741234
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,A,470,12,1.0609296166850786,1.2418143084928173e-5,1.490177170191381e-4,0.04673442782817082,0.484224505,0.43749007717182914,1.503152666292901e-4,0.001057227040492692,0.002416573759403129
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,B,470,24,0.5837699824124498,1.2418143084928173e-5,2.980354340382762e-4,0.04109286114311485,0.4617938164150944,0.4207009552719795,3.00485313553988e-4,0.0021134326930588613,0.005023598512374533
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,C,470,17,0.952316188274136,1.2418143084928173e-5,2.1110843244377895e-4,0.04209110998246571,0.4558330524528301,0.4137419424703645,2.128289062097306e-4,0.0014969103251390272,0.0036179806093655778
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,A,532,35,0.9735458076554345,6.072827119596022e-6,2.1254894918586075e-4,0.01919782937562575,0.5120861368228724,0.49288830744724665,2.1435461418231532e-4,0.0015076412359818353,0.0030587888030660917
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,B,532,44,0.597932199886905,6.072827119596022e-6,2.67204393262225e-4,0.01855048285820161,0.4846294366101064,0.4660789537519048,2.6935458786869667e-4,0.0018944779207148176,0.004064714584223114
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,C,532,33,0.77156083522233,6.072827119596022e-6,2.0040329494666872e-4,0.01880527970400043,0.471100313418617,0.4522950337146166,2.0197440706753634e-4,0.0014205663165664714,0.003140795743211283
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,A,660,26,1.1430706975998324,6.045767611476665e-6,1.571899578983933e-4,0.02092446544906821,0.4907932298723823,0.4698687644233141,1.584789680743882e-4,0.001114645598911995,0.0023722487709521133
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,B,660,40,0.8982349449908913,6.045767611476665e-6,2.418307044590666e-4,0.01991922846864578,0.456668960367837,0.4367497318991912,2.436779607692305e-4,0.0017138839924536848,0.003924178693827513
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,C,660,27,1.4713619957199449,6.045767611476665e-6,1.6323572550986997e-4,0.02148915240534482,0.42046291945884806,0.3989737670535033,1.6439556419235878e-4,0.001156259372042699,0.002898083702549902
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,A,470,19,1.0844996387729386,1.2418143084928173e-5,2.359447186136353e-4,0.04231398041048914,0.49667538992924526,0.45436140951875614,2.380208377720035e-4,0.0016740951969562085,0.003684501284405628
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,B,470,13,0.6844273638060729,1.2418143084928173e-5,1.6143586010406626e-4,0.02769231518462405,0.2983588133254717,0.27066649814084764,1.6229633721484752e-4,0.001141494673988242,0.004217347480493277
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,C,470,12,0.924629068514097,1.2418143084928173e-5,1.490177170191381e-4,0.03431716387488769,0.4136328546462265,0.3793156907713388,1.5010566862110083e-4,0.001055752854358042,0.0027833092066694306
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,A,532,37,0.8498983716751158,6.072827119596022e-6,2.2469460342505282e-4,0.01908766379221557,0.519386466000532,0.5002988022083164,2.266287379719581e-4,0.0015939700291893006,0.0031860360691521247
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,B,532,24,0.9472839800057373,6.072827119596022e-6,1.4574785087030452e-4,0.01258918679974717,0.3086034519005319,0.2960142651007847,1.4649627186556581e-4,0.0010303665317616209,0.0034808002628211494
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,C,532,28,1.0546302185881,6.072827119596022e-6,1.7003915934868863e-4,0.01527298206314505,0.4214159874324468,0.40614300536930176,1.712249193106809e-4,0.0012042929421658445,0.002965194343482028
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,A,660,33,1.1347002394819352,6.045767611476665e-6,1.9951033117872997e-4,0.02062002535319849,0.4938586441540136,0.4732386188008151,2.0115458967978224e-4,0.001414800214892067,0.0029896127633817493
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,B,660,18,0.8652002245558127,6.045767611476665e-6,1.0882381700657998e-4,0.01470988525287659,0.2744115623101024,0.2597016770572258,1.093295928637097e-4,7.689584996488166e-4,0.002960930050056531
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,C,660,22,1.0155411138852983,6.045767611476665e-6,1.3300688745248663e-4,0.01875749014798249,0.3674677091955843,0.3487102190476018,1.3383238488796098e-4,9.412963790705688e-4,0.0026993656269708407
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,A,470,17.5,0.8724321294592609,1.2418143084928173e-5,2.1731750398624303e-4,0.03511744729404217,0.47722237691037733,0.4421049296163352,2.19126031255921e-4,0.0015412005095327061,0.0034860514015760498
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,B,470,12,1.4557093921917816,1.2418143084928173e-5,1.490177170191381e-4,0.0292693961567182,0.3762213319103774,0.3469519357536592,1.5000010089214174e-4,0.0010550103545430751,0.003040796853464301
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,C,470,7.5,1.129887410882872,1.2418143084928173e-5,9.31360731369613e-5,0.0202850769111287,0.28385222360849055,0.26356714669736186,9.359499524798887e-5,6.58290818024451e-4,0.002497620914720173
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,A,532,31,0.6757593070211028,6.072827119596022e-6,1.8825764070747668e-4,0.01507449873012608,0.4804620362765957,0.4653875375464696,1.897447082604564e-4,0.0013345499819262035,0.002867610054540721
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,B,532,30,1.5723771736957193,6.072827119596022e-6,1.8218481358788066e-4,0.01301478397232634,0.3717045672340426,0.35868978326171624,1.8330298094758901e-4,0.0012892427522923728,0.0035943113310023755
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,C,532,10,1.397527983816367,6.072827119596022e-6,6.072827119596022e-5,0.00860330379141303,0.27346777042553194,0.2648644666341189,6.100087521694517e-5,4.290434113530569e-4,0.0016198602130565636
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,A,660,20.5,1.0663861810711386,6.045767611476665e-6,1.2393823603527163e-4,0.0186670376119055,0.4186157003037986,0.3999486626918931,1.2480698491997147e-4,8.778171523001251e-4,0.0021948245717135096
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,B,660,22.5,1.7637478187664217,6.045767611476665e-6,1.3602977125822498e-4,0.01627922656826654,0.3088314576045718,0.2925522310363053,1.3674061399906854e-4,9.61751110816438e-4,0.0032874509533208315
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,C,660,17.5,2.134925742903959,6.045767611476665e-6,1.0580093320084164e-4,0.01184113999049344,0.21690455884496793,0.2050634188544745,1.0618995517061515e-4,7.468761793301773e-4,0.0036421716925543225
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,A,470,13,1.5127119680002843,1.2418143084928173e-5,1.6143586010406626e-4,0.03077635134562873,0.4382548078537736,0.4074784565081449,1.626635945618338e-4,0.0011440777409431847,0.0028077011745535467
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,B,470,11,1.341302896840572,1.2418143084928173e-5,1.3659957393420992e-4,0.02629188644794896,0.3366307598349057,0.31033887338695676,1.3740538082777554e-4,9.664266802558675e-4,0.003114101271647155
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,C,470,10,1.4576145417143576,1.2418143084928173e-5,1.2418143084928174e-4,0.02758356164049572,0.3616282243632076,0.3340446627227118,1.249666153007295e-4,8.789398962422808e-4,0.0026312047289672844
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,A,532,30,1.723241730881761,6.072827119596022e-6,1.8218481358788066e-4,0.01275918821628121,0.42168042001382977,0.4089212317975486,1.8344521066808664e-4,0.0012902431104718428,0.0031552362903734597
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,B,532,18,1.7703173554782115,6.072827119596022e-6,1.0931088815272839e-4,0.01143152581684284,0.32116285235425535,0.3097313265374125,1.098908035738404e-4,7.729057177289837e-4,0.002495406991503084
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,C,532,22,1.586669404554746,6.072827119596022e-6,1.336021966311125e-4,0.01201622634564215,0.3402008819287234,0.3281846555830812,1.3435282275257022e-4,9.449568255155604e-4,0.002879344934139802
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,A,660,13,2.0671917881350192,6.045767611476665e-6,7.859497894919665e-5,0.01701939018895639,0.3403864600070736,0.3233670698181172,7.904606118003471e-5,5.559623795903122e-4,0.001719291886780623
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,B,660,20,2.3193493463034085,6.045767611476665e-6,1.209153522295333e-4,0.01529819627369533,0.25012254860639505,0.2348243523326997,1.2143286331827274e-4,8.540856134137663e-4,0.003637125387249853
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,C,660,13,1.719513187327645,6.045767611476665e-6,7.859497894919665e-5,0.01672250191684693,0.259477664528626,0.242755162611779,7.894554862509555e-5,5.552554348243307e-4,0.002287306390728798
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,A,470,13,1.862431621239642,1.2418143084928173e-5,1.6143586010406626e-4,0.0249936563332249,0.3230398739485849,0.29804621761536,1.6234871889734195e-4,0.0011418630951899034,0.0038311611679753685
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,B,470,14,1.7668720198967092,1.2418143084928173e-5,1.7385400318899443e-4,0.02665652053995048,0.35725640291084904,0.3305998823708986,1.7493749470120828e-4,0.0012304049611293823,0.003721734418976581
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,C,470,17.5,2.0294930135049234,1.2418143084928173e-5,2.1731750398624303e-4,0.0314696736003669,0.3214820646089622,0.2900123910085953,2.185742326179761e-4,0.0015373194902987709,0.0053008751969263555
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,A,532,21.5,2.153449580456473,6.072827119596022e-6,1.3056578307131446e-4,0.01088725848088058,0.30058899466914896,0.28970173618826833,1.312145554849733e-4,9.228841439443722e-4,0.003185635530139239
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,B,532,37,1.9811025584100324,6.072827119596022e-6,2.2469460342505282e-4,0.01187564562760148,0.3360889995074468,0.32421335387984535,2.2594174412861624e-4,0.0015891381283177526,0.00490151966074381
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,C,532,23.5,1.8162158327654312,6.072827119596022e-6,1.427114373105065e-4,0.01439889720075192,0.2961357440819149,0.28173684688116296,1.4342238700484162e-4,0.001008746677258529,0.0035804570414746635
