exp,exp_no,phyto,source,tp,date,time,plot_date,plot_datetime,wl,mean_cp,sd_cp,mean_ap,sd_ap,mean_bp,sd_bp,mean_abs_line_height,sd_abs_line_height,mean_chl_line_height,sd_chl_line_height,mean_cells,sd_cells,mean_grn,sd_grn,mean_yel,sd_yel,mean_red,sd_red,mean_fsc,sd_fsc,mean_ssc,sd_ssc,mean_bbp,sd_bbp,mean_bb_b,sd_bb_b
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,470,0.3427515721698113,0.10899841122289372,0.02059551614556425,0.00293943472258427,0.3221560560242471,0.10647560186009802,0.01757115180858127,0.00117501976363125,2.1122251291843765,0.08392998311651811,7438.666666666667,1442.2019044965004,0.7132742142940931,0.01967420776154213,1.493968191680465,0.00793078136249067,1.442166027138705,0.0039261785573738,1.8088993773244364,0.00155420893792775,1.2159563700816092,0.00772250872783283,0.001963001958973173,8.008651428933764e-4,0.005994224902451461,4.8652823598407073e-4
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,532,0.3227804321631206,0.1040488404881202,0.00933592204689971,7.12454731013467e-4,0.3134445101162209,0.10346788080731956,0.01757115180858127,0.00117501976363125,2.1122251291843765,0.08392998311651811,7438.666666666667,1442.2019044965004,0.7132742142940931,0.01967420776154213,1.493968191680465,0.00793078136249067,1.442166027138705,0.0039261785573738,1.8088993773244364,0.00155420893792775,1.2159563700816092,0.00772250872783283,0.00214057135438133,7.659709893350291e-4,0.006820875869973626,5.190895401430445e-4
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,660,0.2626206539232443,0.09380496580940471,0.01318610092073172,1.125753153780299e-4,0.24943455300251255,0.0937158042835912,0.01757115180858127,0.00117501976363125,2.1122251291843765,0.08392998311651811,7438.666666666667,1442.2019044965004,0.7132742142940931,0.01967420776154213,1.493968191680465,0.00793078136249067,1.442166027138705,0.0039261785573738,1.8088993773244364,0.00155420893792775,1.2159563700816092,0.00772250872783283,0.0019512165024976776,8.264765180474646e-4,0.007824167049383683,0.0010246485605555759
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,470,0.3340619588679245,0.05723631736679377,0.02262382057721464,0.00200094202076515,0.3114381382907099,0.05560259360170487,0.01855273570754818,0.00161004043202529,2.18233826482487,0.1150028880018069,7250.333333333333,1611.321300465346,0.7975589637226801,0.01552222319499592,1.518985142192528,0.01209047513026605,1.502460573411921,0.00416568195494995,1.867860685196443,0.00507051749230994,1.238090645328012,0.00913118939318896,0.0016983772272389861,3.326727279027388e-4,0.005569032164904477,0.0015587869163841861
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,532,0.3172835481528369,0.05411681003331056,0.0095445122763191,2.0540545601678328e-4,0.30773903587651774,0.05408272944406047,0.01855273570754818,0.00161004043202529,2.18233826482487,0.1150028880018069,7250.333333333333,1611.321300465346,0.7975589637226801,0.01552222319499592,1.518985142192528,0.01209047513026605,1.502460573411921,0.00416568195494995,1.867860685196443,0.00507051749230994,1.238090645328012,0.00913118939318896,0.0017890438215999985,2.0429188914284523e-4,0.00586983803185676,6.352067333644676e-4
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,660,0.25669609813124344,0.04779739608189092,0.01376479593379219,9.137862686423334e-4,0.24293130219745124,0.04734742442846605,0.01855273570754818,0.00161004043202529,2.18233826482487,0.1150028880018069,7250.333333333333,1611.321300465346,0.7975589637226801,0.01552222319499592,1.518985142192528,0.01209047513026605,1.502460573411921,0.00416568195494995,1.867860685196443,0.00507051749230994,1.238090645328012,0.00913118939318896,0.0016086926962713083,1.244501718144747e-4,0.006735093980834811,9.303552316455884e-4
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,470,0.39310872729874213,0.08500113732771479,0.03111822842587324,0.00312465762273608,0.3619904988728689,0.08238143824024259,0.02216951552133875,0.00171975007866119,2.440679680095626,0.1228392913329424,8352,2238.0598740873756,0.937741511278445,0.01045723295855793,1.5835958261390957,0.00670563415192009,1.6053813424895207,0.01250901148319981,2.0450135110972147,0.00698309216393638,1.3039815367677046,0.00776256715023267,0.0014808741411701954,5.121080960541517e-4,0.004024400359246575,4.5414146729933044e-4
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,532,0.3828390998039007,0.08661806483318661,0.01111956380570967,3.7464358597484376e-4,0.371719535998191,0.0865026461182418,0.02216951552133875,0.00171975007866119,2.440679680095626,0.1228392913329424,8352,2238.0598740873756,0.937741511278445,0.01045723295855793,1.5835958261390957,0.00670563415192009,1.6053813424895207,0.01250901148319981,2.0450135110972147,0.00698309216393638,1.3039815367677046,0.00776256715023267,0.0015477146932332136,4.688512811714679e-4,0.004122568794789786,2.774311270228491e-4
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,660,0.3119270060263537,0.0824624227994479,0.0157082577018698,9.94686494520935e-4,0.29621874832448386,0.0816775442690302,0.02216951552133875,0.00171975007866119,2.440679680095626,0.1228392913329424,8352,2238.0598740873756,0.937741511278445,0.01045723295855793,1.5835958261390957,0.00670563415192009,1.6053813424895207,0.01250901148319981,2.0450135110972147,0.00698309216393638,1.3039815367677046,0.00776256715023267,0.0012543452972259277,5.394263670802097e-4,0.0041273625977051205,6.778715419305316e-4
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,470,0.4521637872625786,0.070401250643027,0.03714783346179706,0.00279818015060093,0.41501595380078155,0.06946458624301666,0.02362557936662298,0.00102806354862439,2.5446842404730696,0.07343311061602838,8041.333333333333,976.1364317211676,0.9606102293143924,0.00489537049907565,1.605089509098544,0.01257259322810801,1.5917296765497524,0.00561285007691118,2.096791535591493,0.00946170694792371,1.356697503371456,0.01654241662991648,0.0016144664744279053,5.876773279200551e-4,0.003797144089390432,8.402685554730544e-4
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,532,0.4595195431383865,0.07137812229906663,0.01332992737613008,2.2776423940412064e-4,0.44618961576225646,0.07116694040235305,0.02362557936662298,0.00102806354862439,2.5446842404730696,0.07343311061602838,8041.333333333333,976.1364317211676,0.9606102293143924,0.00489537049907565,1.605089509098544,0.01257259322810801,1.5917296765497524,0.00561285007691118,2.096791535591493,0.00946170694792371,1.356697503371456,0.01654241662991648,0.0016786259929849005,4.549455316041363e-4,0.0037296460581158525,5.531436563511405e-4
